index,sentence,year,label,orig_index
2,"""4 While this new framework represents a robust evolution in our monetary policy strategy, this strategy is in service to the dual-mandate goals of monetary policy assigned to the Federal Reserve by the Congressâ€”maximum employment and price stabilityâ€”which remain unchanged.5 Concluding Remarks While economic recovery since the spring collapse has been robust, let us not forget that full economic recovery from the COVID-19 recession has a long way to go.",2007,0,2
721,they also concurred that it would be necessary to continue to monitor inflation developments carefully.,2005,2,684
96,"As always, my colleagues on the FOMC and I will act to foster our dual objectives of price stability and sustainable economic growth.",2022,1,95
1116,"With regard to the outlook for inflation, members referred to widespread indications of increasingly tight labor markets and to statistical and anecdotal reports of faster increases in labor compensation.",2015,1,1054
596,"Nonetheless, if the influence of globalization on inflation is as substantial as many claim, we might have expected the standard model to have had difficulty in predicting recent inflation trends.",1999,2,577
33,Accelerating productivity poses a significant complication for economic forecasting.,2004,0,32
336,"However, I can provide you with some insight into the way the FOMC functions and the impact of monetary policy on the U.S. and global economies.",2007,2,327
30,And productivity’s been very low.,2020,1,30
294,"In December, the consumer price index (CPI) rose somewhat faster than in recent months, primarily reflecting an upturn in consumer energy prices",2006,1,281
456,"It was noted, however, that increases in compensation that exceeded productivity gains might be absorbed to some extent by a narrowing of firms’ high profit margins.",2021,1,435
960,The reserve conditions contemplated at this meeting were expected to be consistent with some moderation in the growth of M2 and M3 over coming months.,2019,2,907
1069,"Treasury bond yields declined somewhat, perhaps reflecting both expectations of lower policy rates and greater investor demands for safety.",2013,0,1009
734,"Recent data suggested that growth of household spending had picked up, while business fixed investment had continued to grow strongly.",2007,1,695
501,"Inflation-targeting regimes may allow some consideration of real-side costs either by specifying relatively long adjustment periods, to allow a high probability that the central bank can bring inflation down to the target within the allotted time, or by including ""escape clauses"" that grant temporary exemptions for large supply shocks.",1998,1,485
450,"In the absence of legislation, going appreciably further in the direction of prioritizing price stability, as would be implied by a numerical target that was expected to be achieved most of the time, would be potentially damaging to the democratic balance and would risk a backlash.",2022,0,437
142,"Compared with the baseline, the disruption to economic activity was more severe and protracted in this scenario, with real GDP and inflation lower and the unemployment rate higher by the end of the medium-term projection.",2007,0,139
353,Hungary and Poland adopted inflation targeting following parliamentary acts stipulating that price stability was the main objective for the central bank.,2003,1,344
729,"That should gradually return the economy to full utilization of its resources, while inflation remains subdued.",2007,0,707
383,"Implications for Monetary Policy In summary, there appears to be some possibility that the recent trend toward disinflation will continue, primarily because of the potentially large amount of economic slack in the system.",2019,0,372
70,"At the time of our FOMC meeting in January, prospects for continued economic growth remained favorable, and we judged that monetary policy was well positioned to support that outlook.",2017,0,69
296,We're looking at wages and we're looking at ultimately inflation.,2019,2,289
351,"In preparation for the Federal Reserve's semiannual report to the Congress on the economy and monetary policy, the members of the Board of Governors and the presidents of the Federal Reserve Banks submitted individual projections of the growth of GDP, the rate of unemployment, and core consumer price inflation for the years 2006 and 2007.",1997,2,336
947,U.S. inflation remains muted.,2000,0,918
191,Comparing the Theoretical Prediction to Recent Experience The swing from budget deficit to surplus has been much more dramatic than was expected when the fiscal year 1994 budget was adopted.,2007,2,189
702,"Participants' assessments of the economic outlook were little changed, with the intermeeting information generally seen as suggesting that economic growth would remain moderate over coming quarters and then pick up gradually.",1999,2,667
330,Higher productivity is unambiguously good.,2021,2,321
300,"Well, that’s—what’s happening there is the fact that the relationship between resource utilization, or unemployment, and inflation has just gotten weaker and weaker over the years.",2020,0,293
917,"To anticipate a bubble about to burst requires the forecast of a plunge in the prices of assets previously set by the judgments of millions of investors, many of whom are highly knowledgeable about the prospects for the specific companies that make up our broad stock price indexes.",2022,2,889
422,"Indeed, consumer expenditures appeared to have been expanding moderately over the previous few months, buoyed by increases in employment, personal income, and household wealth.",2022,2,405
491,"Indeed, virtually every forecast projects a modest rise in broad measures of U.S. inflation this year, reflecting the dissipation or reversal of favorable supply shocks, most importantly the reversal in the path of oil prices, the stabilization of commodity prices and non-oil import prices, and some rebound in health care costs.",2021,1,475
772,"The drop in demand leads, in turn, to a decline in actual output relative to its potential, that is, the level of output that the economy can produce at the maximum sustainable level of employment.",2004,0,750
909,"The fundamentals underlying capital spending continued to be supportive, as business sector output expanded briskly, firms remained flush with funds, and relative price declines for high-tech equipment continued to push down its user cost.",2007,1,859
898,This supports the view that there has been an increase in trend productivity growth.,1999,0,871
240,The Federal Reserve is fully committed to both sides of its mandate—to price stability as well as to maximum employment—and it has both the tools and the will to act at the appropriate time to avoid any emerging threat to price stability.,2020,1,235
49,"Although growth in output and employment slowed during the first quarter, the Committee continues to expect that, with appropriate policy accommodation, economic activity will expand at a moderate pace, with labor market indicators continuing to move toward levels the Committee judges consistent with its dual mandate.",2001,0,49
60,And—but inflation expectations did not move strongly down here in the United States.,2011,1,59
840,The Committee continues to view changes in the target range for the federal funds rate as its primary means of adjusting the stance of monetary policy.,2013,2,791
214,Developments during the Second Period: 1998-2007 Research during the past ten years has been very fruitful in expanding the profession's understanding of the implications of uncertainty for the design and conduct of monetary policy.,1999,2,211
12,"A considerable literature suggests that successful monetary policies should stabilize, or ""anchor,"" inflation expectations so as to prevent them from becoming a source of instability in their own right (Goodfriend, 1993; Evans and Honkapohja, 2003).",1997,1,12
103,"Earlier in the year, as you will all recall, after careful study over a period of years, actually, the Committee announced the decision to implement monetary policy in an ample-reserves regime.",2017,0,99
228,Home prices continued to rise briskly.,2019,1,219
867,"These inferences are supported by some empirical evidence.10 On the other hand, the increased liquidity of home equity may lead consumer spending to respond more than in past years to changes in the values of their homes; some evidence does suggest that the correlation of consumption and house prices is higher in countries, like the United States, that have more sophisticated mortgage markets (Calza, Monacelli, and Stracca, 2007).",2001,2,840
128,"If inflation remains higher during the course of 2022, then we may already have met that test by the time we reach liftoff.",2016,2,123
1109,"With inventories lower, firms were beginning to raise production to meet at least a portion of increased demand, and this adjustment was expected to make an important contribution to economic recovery in the fourth quarter of the year and, to a lesser extent, in 2010 as well.",1999,2,1048
903,"This was also an era when the principal mortgage lenders, savings and loans, were sometimes constrained from satisfying mortgage demands by binding Regulation Q ceilings that eroded their deposit base when interest rates rose.",2004,2,876
234,"Even so, the growth of investment spending over this period noticeably outpaced the rise in retained earnings, and thus these corporations turned to the capital markets to fill the widening gap.",2003,1,230
467,"In this case, there may be no problem for monetary policy.",2020,2,452
45,"Alternatively, monetary policy could convert the temporary disinflationary effect into a permanent one.",2007,1,44
104,"As technical change increases demand for skilled relative to unskilled labor, the unskilled workers must acquire new skills, find new jobs at lower relative wages, or become unemployed.",2022,0,103
224,"He thought future developments were equally likely to warrant an action in either direction, and he did not think the Committee should take a step that probably would cause expectations of further easing to become embedded in market interest rates.",2019,2,215
944,"The pace of real GDP growth was forecast to be faster over the second half of this year than in the first half, primarily reflecting a modest increase in the rate of growth of private domestic final purchases and a sizable turnaround in inventory investment.",2013,1,892
861,"The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. """,2004,2,812
652,Output was forecast to expand at a rate a little above the staff's estimate of its potential rate of growth in 2019 through 2021 and then to slow to a pace slightly below potential output growth in 2022.,2019,2,618
822,Such increases in productivity along with slack in foreign economies contributed to the very strong competition in most markets that was continuing generally to suppress efforts to raise prices.,1999,2,777
42,"After the stock-market decline that began in March 2000, new capital investment and thus the demand for financing waned around the world.",2007,1,41
986,"When governments resort to printing money to finance their spending, inflation rises and nominal assets lose their value.",2007,2,957
346,"However, the available measures of expectations--whether from surveys or financial markets--have shown longer-term expectations increasing very little, if at all, throughout this period, providing some assurance about the inflation outlook.",2004,2,337
199,"Consequently, following periods when inflation has been running persistently below 2 percent, appropriate monetary policy will likely aim to achieve inflation moderately above 2 percent for some time.",2019,0,197
313,"With unemployment still elevated and inflation below the Committee’s longer-run objective, the Committee is continuing its highly accommodative policies.",2019,0,306
194,"Even after adjusting for the effects of strikes on reported payrolls, the employment report for August showed weak job gains.",2004,0,185
70,Although the unemployment rate edged up to 5.,2017,0,70
657,"Overall employment gains were relatively well maintained, and labor markets were still tight though showing signs of softening.",2012,2,623
483,"Indeed, over the past century, by far the smallest part of the growth in America's real gross domestic product reflects increased physical product measured in bulk or weight.",2005,2,467
123,"I think we all agree that the economy is making progress, that we are close to an unemployment rate that is one that’s sustainable in the longer run.",2015,1,118
395,"In a traditional growth accounting setup, these effects would show up in multifactor productivity growth.",2021,2,383
285,"For example, in the mid-1970s, just when the FOMC began to specify money growth targets, econometric estimates of M1 money demand relationships began to break down, predicting faster money growth than was actually observed.",1997,2,279
101,"Core inflation, which excludes energy and food prices, has been running close to 1½ percent.",2017,0,97
400,"In their discussion of the balance-of-risks sentence in the press statement to be issued shortly after this meeting, all the members agreed that the latter should continue to express, as it had for every meeting earlier this year, their belief that the risks remained weighted toward rising inflation.",2021,1,384
459,"It was suggested that the weakening expansion of expenditures in these capital goods might reflect a surfeit in capacity following a period of extraordinary growth in many industries--for example, those related to fiber optics.",2021,2,438
272,"For equities, a stock's price-earnings ratio is a standard benchmark for assessing valuation.",2000,2,267
676,"Regarding the ELB, the previous statement was silent on the global decline in neutral policy rates, the likelihood that the ELB will constrain monetary policy space in economic downturns, and the implications of this constraint for our ability to achieve our dual-mandate goals.",2004,0,655
46,"Also, in the view of a number of participants, the economy was possibly producing in the neighborhood of its potential, and the persistent strength in spending of late suggested that resource markets could tighten further and inflation pressures build.",2001,1,46
697,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, members of the Board of Governors and participating Federal Reserve Bank presidents submitted their projections of the most likely outcomes for real GDP growth, the unemployment rate, inflation, and the federal funds rate for each year from 2015 through 2017 and over the longer run, conditional on each participant's judgment of appropriate monetary policy.",2012,2,662
109,"As you may know, the interest rate that we target is the federal funds rate, the rate banks charge each other for overnight loans.",2004,2,108
324,"In determining how long to maintain a highly accommodative stance of monetary policy, the Committee will also consider other information, including additional measures of labor market conditions, indicators of inflation pressures and inflation expectations, and readings on financial developments.",2018,0,309
799,The increase in upside risks to domestic demand and the diminution of foreign risks together suggest that risks to the outlook are more balanced today than they had been for the preceding two years.,2004,2,776
175,"Demand-pull inflation pressures from emerging-market economies abroad appeared to be continuing, and anecdotal reports from business contacts suggested greater willingness domestically to pass rising costs through to prices.",2016,1,169
602,"November 01, 2006 Community Development Financial Institutions: Promoting Economic Growth and Opportunity Chairman Ben S. Bernanke At the Opportunity Finance Networkâ€™s Annual Conference, Washington, D.C. Share Good afternoon and thank you for inviting me to speak to your annual conference.",2005,2,583
435,"Indicators of supply and demand conditions for small business credit were generally unchanged over the past quarter, with demand appearing to remain weak.",2014,2,418
410,"In contrast, Robert Lucas and others reached more dramatic conclusions, arguing that only unpredictable movements in monetary policy can affect the real economy and concluding that policy has no capacity to smooth the business cycle (Lucas, 1972; Sargent and Wallace, 1975).",2007,2,398
946,"Two changes have particular relevance for the employment leg of the dual mandate.15 The new framework calls for monetary policy to seek to eliminate shortfalls of employment from its maximum level, in contrast to the previous approach that called for policy to minimize deviations when employment is too high as well as too low.",1997,0,917
